admit,gpa,gre
0,3.1772772600730947,594.1029915771487
0,3.4126553589367825,631.5286067220945
0,2.7280971435972337,553.7143989347039
0,3.0935590768541186,551.0899851159896
0,3.1419228288909364,537.1848938066419
0,3.599107765322437,442.7635672275836
0,3.238971962763903,667.4721888917547
0,3.4201768220815576,561.7139053278995
0,3.562482406012416,590.3403713673283
0,3.910494575439653,463.4701830286301
0,3.2643412097203486,636.4531655238836
0,3.3086233708202384,604.4055577685214
0,3.0189219146088115,567.7148296553638
0,3.1518344059816688,503.30729838232423
0,3.2981327505758458,628.1782052279433
0,2.652201106090184,644.3002614821658
0,3.11560326159216,533.4798096290625
0,3.1052418325806608,562.9397148907857
0,3.212379517188157,545.8789704414299
0,3.0106544128130666,537.0291024176911
0,3.520869793907214,534.1274997668197
0,2.907485116757919,532.5146989347077
0,3.0149948342937423,472.63676926684883
0,3.4003678794646888,693.3145060223562
0,2.8484078772810757,390.3635628638585
0,3.443319041815918,629.3674034463452
0,3.242583809706589,648.4938924982637
0,3.1223035552755523,714.2453378165393
0,2.6212573169932942,622.0926457864116
0,2.78277150274218,585.6995326080457
0,2.705202335297884,580.6915396453227
0,2.9573061482498293,620.7398706093188
0,3.4034243235495585,599.537622601994
0,3.3541825017449485,604.5885901101719
0,2.792631912862364,578.1292241830122
0,3.3933018397929904,614.0527552411496
0,3.531760721143764,478.94889127642443
0,3.6600348272639036,572.104294526624
0,3.3122895224437006,575.7970362399296
0,2.941452978447712,632.7515029914396
0,3.197952975886155,509.82064974673233
0,3.0807936793298474,567.6440238068826
0,3.3174796470428207,508.36091058387365
0,3.5611775616576717,547.8439296922647
0,3.0402224734404326,641.4122307762749
0,3.093927608476353,643.8147821908441
0,3.088539602931568,593.1053037940342
0,2.830827613605199,475.69768171613714
0,3.2053332208820198,566.9137035006737
0,2.6952944001236125,675.990886825232
0,3.1790267055611316,518.2628839792295
0,3.2310287934425586,581.4718387533322
0,2.73765809411329,687.3485800017862
0,2.929493901381452,580.2858930746277
0,3.4802615380516295,497.1964419799499
0,3.668730742880468,521.0679086882301
0,2.8245484490602077,548.9559657967511
0,3.4341173287126363,547.90447258484
0,3.0372443283126165,538.8501189849093
0,2.953115655890425,590.7452977285442
0,3.4711906534804124,603.041168688458
0,3.0499608213927725,602.0018834937181
0,2.6977631357714533,536.3786457342512
0,3.4558184819599003,546.0301573335673
0,3.7420555674637375,618.4282229696441
0,3.4817692408628664,619.2931222492252
0,3.02754218175908,595.4575191779527
0,2.811848758904254,502.3348982101269
0,3.5424002514340174,548.1661262686354
0,2.9616418049859847,641.3979571267232
0,3.5405273126971144,484.05861490162147
0,3.691416719758093,496.273937232653
0,3.1165682569830864,650.3212158917192
0,2.7558563466566826,693.4515483607734
0,3.749812492619135,541.4266631555095
0,3.374212360299532,635.9033367311207
0,3.07375923075854,653.9922819073322
0,3.7372697665951415,536.2438611619967
0,3.235722794823678,455.9251548158102
0,2.8045107848224435,673.4062959255436
0,3.2781693910246625,633.001481938083
0,2.8295325591802576,538.0920524545681
0,3.2308015507868033,628.4161104255103
0,3.4490419890916333,620.180934896652
0,2.6984608313530183,581.6860272098203
0,3.3369408191149788,489.93175670570366
0,2.8228645493264235,589.6148177627459
0,3.0599395247529753,477.23099205009385
0,3.2653153255157568,532.5645751190089
0,3.036726266995144,562.1632689028618
0,3.498628338413873,632.13366264622
0,3.5193535341977946,502.6853936723594
0,2.7718239082934764,549.1116630247848
0,3.3101848594919057,505.3810021140046
0,3.3055898959368104,578.6277372000742
0,3.0952369667844284,499.9831447772188
0,3.1688522721599446,632.2010916672211
0,3.6298893617046,559.2265114773478
0,3.3299910405884567,663.4368671980689
0,2.916654444814452,661.1706795466342
0,3.234565732925065,656.9070011938558
0,2.177099741534103,623.3035593535575
0,3.4056927236595587,673.9224930307382
0,3.6913925557375857,540.1304670037962
0,3.1022673988324816,680.1631145606542
0,2.7944889114509848,697.7857374079746
0,3.4656950983227333,578.8300981089401
0,3.231726198917023,588.1529333100058
0,3.3439065246176667,627.3965739949182
0,3.2858234239878565,528.9735829280062
0,2.9131361098228363,630.9098785803095
0,3.01153282337683,578.2128862055373
0,3.3437405845442805,494.84742521977324
0,3.297388601944005,634.805427389985
0,2.98872048124726,603.9015875776503
0,3.3375099107442536,569.9828350208181
0,3.2202920247485047,680.0286608773104
0,3.219668523868511,483.761856454296
0,3.2762027567953886,627.4410591735673
0,3.2833990747705406,544.4264789606473
0,2.78671937323828,564.3849272775213
0,2.799224979054804,654.2163745769233
0,3.085012277399103,594.8763061891326
0,3.1191015919744336,548.8248292342785
0,3.3857318703528487,582.5353663200542
0,3.1227954570519936,649.2990335505198
0,3.43090613897668,419.75019422227166
0,2.9749886529940808,623.3975575705074
0,3.467072844286366,604.0169116632862
0,3.4444164671771778,473.50457945576164
0,2.968177681194612,541.7306048613339
0,2.9049968769786174,607.1130667783326
0,3.018096365065686,501.5881053350032
0,3.4743180469103407,661.9693989616616
0,2.9022486866946804,667.7385376383813
0,3.019333498275574,557.2459916039859
0,3.1364144247413037,594.9832385257153
0,3.2842187382264587,744.1576657374477
0,3.788716984113952,531.1057005251945
0,3.1238642546247224,610.015116506466
0,3.250495622156127,596.0578675704786
0,3.1705155307523905,554.4152496718526
0,3.497400104636486,696.8706245203384
0,3.48559883661086,623.1160083790057
0,2.6879060629210327,540.035697398622
0,2.804895162885992,544.9431782983859
0,3.445072081156263,577.1543847525147
0,3.083063858598598,578.2464612913558
0,3.0001608918448985,533.2112795055525
0,2.8731492906055647,649.5392455376489
0,3.0584315199340306,705.9014595684198
0,3.0520467925730297,635.2923744336176
0,2.8358863885815335,734.2728069807678
0,3.0249133454300368,586.9479730570145
0,2.8672912432787814,600.3647095511236
0,3.0410565111531125,680.4200125148348
0,3.486987718011803,473.20722040973857
0,3.145548825287185,451.139210357965
0,3.068723921643098,714.9819337752342
0,3.493950954418398,687.4325049196858
0,3.380544360518372,490.0833765858207
0,3.2182019536901745,684.0680725070714
0,3.4934618088199425,476.27322509756857
0,3.458793540957417,573.0977579089074
0,3.4387092228077316,548.3394967630314
