accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
-0.59654386119484,-0.24946711180638323,-0.43915146595191223,-0.5468580609956212,125.0,-0.3413745311361884,-0.016604132405400592,4.579649733677569
-0.59654386119484,-0.24946711180638323,0.4129230750150382,-0.5468580609956212,85.0,-0.3413745311361884,-0.01660339885209028,1.1592750256623925
-1.0954986377831875,-0.24946711180638323,-1.2912260069188628,-0.5468580609956212,50.0,-0.3413745311361884,-0.01657250497229054,-0.4825048341848922
-0.59654386119484,-0.24946711180638323,-0.43915146595191223,-0.5468580609956212,209.0,0.4876348870342289,-0.016583649339889532,-0.4483010871047405
4.393003904688635,4.507903108667556,1.2649976159819887,2.8299559708209063,215.0,-0.06503805841271594,-0.016552755460089795,0.6462188194601161
2.397184798335245,3.318560553549071,2.117072156948939,2.8299559708209063,350.0,0.4876348870342289,-0.01657250497229054,-0.4825048341848922
-0.09758908460649249,-1.438809666924868,-0.43915146595191223,0.2973454469585106,115.0,-0.06503805841271594,-0.01657250497229054,1.6381274847845173
-0.59654386119484,-0.24946711180638323,-0.43915146595191223,-0.5468580609956212,110.0,-0.06503805841271594,-0.01657250497229054,-0.34568984586428514
-0.09758908460649249,-1.438809666924868,-0.43915146595191223,-0.5468580609956212,99.0,-0.06503805841271594,-0.01660385026951201,1.0224600373417856
-0.59654386119484,-0.24946711180638323,-0.43915146595191223,-0.5468580609956212,49.0,-0.3413745311361884,-0.01657250497229054,-0.4140973400245887
0.401365691981855,-0.24946711180638323,-0.43915146595191223,1.1415489549126425,100.0,-0.06503805841271594,-0.01657250497229054,-0.4825048341848922
2.397184798335245,2.1292179984305863,1.2649976159819887,1.9857524628667742,395.0,0.2112984143107565,-0.01657250497229054,-0.516708581265044
-0.59654386119484,-1.438809666924868,-0.43915146595191223,-0.5468580609956212,70.0,-0.3413745311361884,-0.01657250497229054,-0.4483010871047405
-0.59654386119484,-1.438809666924868,-0.43915146595191223,-0.5468580609956212,99.0,-0.3413745311361884,-0.01657250497229054,-0.516708581265044
